itemid,appno,docname,country_name,country_code,articles,year,judgement_date,applicant_type,has_violation,violation_count,no_violation_count,violated_articles,no_violation_articles,has_mixed_decision,judge_president,judge_count,judge_names_list
001-191701,26374/18,CASE OF GUÐMUNDUR ANDRI ÁSTRÁÐSSON v. ICELAND,Iceland,is,"6, 41",2019,12/03/2019 00:00:00,Individual,True,1,0,6,,True,Paul Lemmens,8,Paul Lemmens|Robert Spano|Işıl Karakaş|Valeriu Griţco|Ivana Jelić|Arnfinn Bårdsen|Darian Pavli|Hasan Bakirci
001-96412,27900/04,CASE OF PALUSHI v. AUSTRIA,Austria,at,3,2009,22/12/2009 00:00:00,Individual,True,1,0,3,,False,Nina Vajić,8,Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Khanlar Hajiyev|Giorgio Malinverni|George Nicolaou|Sverre Erik Jebens|Søren Nielsen
001-119044,44283/06,CASE OF SAMARTSEV v. RUSSIA,Russian Federation,ru,"35, 3, 41",2013,02/05/2013 00:00:00,Individual,True,1,1,3,3,True,Isabelle Berro-Lefèvre,8,Isabelle Berro-Lefèvre|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Julia Laffranque|Erik Møse|Ksenija Turković|Dmitry Dedov|Søren Nielsen
001-60627,36985/97,CASE OF VASTBERGA TAXI AKTIEBOLAG AND VULIC v. SWEDEN,Sweden,se,"6, 35, 41",2002,23/07/2002 00:00:00,Individual,True,2,1,"6-1, 6-1",6-2,True,MrsW. Thomassen,8,MrsW. Thomassen|MrsE. Palm|MrGaukur Jörundsson|MrR. Türmen|MrC. Bîrsan|MrJ. Casadevall|MrR. Maruste|Mr M. O'Boyle
001-206504,60750/15,CASE OF KARESVAARA AND NJIE v. SPAIN,Spain,es,6,2020,15/12/2020 00:00:00,Individual,True,1,0,6,,False,Georgios A. Serghides,4,Georgios A. Serghides|Georges Ravarani|María Elósegui|Olga Chernishova
001-88957,70930/01,CASE OF BLUMBERGA v. LATVIA,Latvia,lv,"6, p1-1, 29, 41",2008,14/10/2008 00:00:00,Individual,True,1,0,6-1,,True,,0,
001-202642,15517/19,CASE OF ALEKSEYEV v. UKRAINE,Ukraine,ua,6,2020,04/06/2020 00:00:00,Individual,True,1,0,6,,False,Gabriele Kucsko-Stadlmayer,4,Gabriele Kucsko-Stadlmayer|Mārtiņš Mits|Lәtif Hüseynov|Liv Tigerstedt
001-205062,2257/11,CASE OF BAKIR v. TURKEY,Turkey,tr,"6, 10",2020,13/10/2020 00:00:00,Individual,True,2,0,"6-3-d, 10",,False,Valeriu Griţco,4,Valeriu Griţco|Arnfinn Bårdsen|Peeter Roosma|Hasan Bakırcı
001-58459,23867/94,CASE OF JOSEF PRINZ v. AUSTRIA,Austria,at,"6, 35",2000,08/02/2000 00:00:00,Individual,False,0,2,,"6-3-c, 6-1",True,MrJ.-P. Costa,8,MrJ.-P. Costa|MrP. Kūris|MrsF. Tulkens|MrW. Fuhrmann|MrK. Jungwiert|MrsH.S. Greve|MrK. Traja|andMrsS. Dollé
001-101010,24523/08,CASE OF UZAROWICZ v. POLAND,Poland,pl,6,2010,12/10/2010 00:00:00,Individual,True,1,0,6-1,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Ljiljana Mijović|David Thór Björgvinsson|Ján Šikuta|Mihai Poalelungi|Nebojša Vučinić|Lawrence Early
001-185213,15783/10;34056/17;34062/17;34161/17;34621/17;53786/17;55286/17;56482/17;70654/17,CASE OF UTIMISHEV AND OTHERS v. RUSSIA,Russian Federation,ru,"3, 6, 5, 8",2018,26/07/2018 00:00:00,Multiple Applicants,True,4,0,"5, 3, 6, 8",,False,Alena Poláčková,4,Alena Poláčková|Dmitry Dedov|Jolien Schukking|Liv Tigerstedt
001-146406,24515/09;24539/09;24611/09,"CASE OF NOÉ, VAJNAI AND BAKO v. HUNGARY",Hungary,hu,10,2014,23/09/2014 00:00:00,Individual,True,1,0,10,,False,Helen Keller,4,Helen Keller|András Sajó|Robert Spano|Abel Campos
001-80725,14255/02,CASE OF GLADCZAK v. POLAND,Poland,pl,5,2007,31/05/2007 00:00:00,Individual,False,0,1,,5-3,False,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrS. Pavlovschi|MrL. Garlicki|MsL. Mijović|MrJ. Šikuta|MrsP. Hirvelä|Mr T.L. Early
001-107741,61404/08,CASE OF KOVALENKO v. UKRAINE,Ukraine,ua,6,2011,08/12/2011 00:00:00,Individual,True,1,0,6-1,,False,Mark Villiger,4,Mark Villiger|Ganna Yudkivska|André Potocki|Stephen Phillips
001-76326,21417/04,CASE OF SHIRYAYEVA v. RUSSIA,Russian Federation,ru,"6, p1-1, 29, 41",2006,13/07/2006 00:00:00,Individual,True,1,0,6-1,,True,MrP. Lorenzen,8,MrP. Lorenzen|MrK. Jungwiert|MrV. Butkevych|MrsM. Tsatsa-Nikolovska|MrA. Kovler|MrJ. Borrego Borrego|MrsR. Jaeger|Mrs C. Westerdiek
001-186691,29593/17,CASE OF CORALLO v. THE NETHERLANDS,Netherlands,nl,3,2018,09/10/2018 00:00:00,Individual,True,1,0,3,,False,Dmitry Dedov,4,Dmitry Dedov|Alena Poláčková|Jolien Schukking|Fatoş Aracı
001-57480,10282/83,CASE OF ENGLERT v. GERMANY,Germany,de,"6, 35",1987,25/08/1987 00:00:00,Individual,False,0,1,,6-2,True,Mr. R. Ryssdal,1,Mr. R. Ryssdal
001-80386,58756/00,CASE OF KAR AND OTHERS v. TURKEY,Turkey,tr,"6, 10",2007,03/05/2007 00:00:00,Multiple Applicants,True,2,0,"6-1, 10",,False,MrsF. Tulkens,8,MrsF. Tulkens|MrI. Cabral Barreto|MrR. Türmen|MrM. Ugrekhelidze|MrV. Zagrebelsky|MrsA. Mularoni|MrD. Popović|Mrs S. Dollé
001-160091,11578/08,CASE OF TOVMASYAN v. ARMENIA,Armenia,am,6,2016,21/01/2016 00:00:00,Individual,True,1,0,6,,False,Mirjana Lazarova Trajkovska,8,Mirjana Lazarova Trajkovska|Päivi Hirvelä|Linos-Alexandre Sicilianos|Paul Mahoney|Aleš Pejchal|Robert Spano|Armen Harutyunyan|André Wampach
001-141175,15835/08,CASE OF LONČAR v. BOSNIA AND HERZEGOVINA,Bosnia and Herzegovina,ba,"6, 35",2014,25/02/2014 00:00:00,Individual,False,0,1,,6,True,Ineta Ziemele,8,Ineta Ziemele|Päivi Hirvelä|Ledi Bianku|Nona Tsotsoria|Paul Mahoney|Krzysztof Wojtyczek|Faris Vehabović|Fatoş Aracı
001-67155,66956/01,CASE OF ULLRICH v. AUSTRIA,Austria,at,"6, 35, 29, 41",2004,21/10/2004 00:00:00,Individual,True,1,0,6-1,,True,,0,
001-179219,57792/15,CASE OF HAMIDOVIĆ v. BOSNIA AND HERZEGOVINA,Bosnia and Herzegovina,ba,"9, 41",2017,05/12/2017 00:00:00,Individual,True,1,0,9,,True,Ganna Yudkivska,8,Ganna Yudkivska|Vincent A. De Gaetano|Faris Vehabović|Egidijus Kūris|Carlo Ranzoni|Marko Bošnjak|Péter Paczolay|Andrea Tamietti
001-61828,31443/96,CASE OF BRONIOWSKI v. POLAND,Poland,pl,"46, p1-1, 35, 41",2004,22/06/2004 00:00:00,Individual,True,1,0,p1-1,,True,MrL. Wildhaber,17,MrL. Wildhaber|MrC.L. Rozakis|MrJ.-P. Costa|MrG. Ress|SirNicolas Bratza|MrsE. Palm|MrL. Caflisch|MrsV. Strážnická|MrV. Butkevych|MrB. Zupančič|MrJ. Hedigan|MrA.B. Baka|MrR. Maruste|MrM. Ugrekhelidze|MrS. Pavlovschi|MrL. Garlicki|Mr P.J. Mahoney
001-87237,15591/03,CASE OF SELEZNEV v. RUSSIA,Russian Federation,ru,"3, 35, 41",2008,26/06/2008 00:00:00,Individual,True,1,0,3,,True,Peer Lorenzen,8,Peer Lorenzen|Rait Maruste|Karel Jungwiert|Anatoly Kovler|Renate Jaeger|Isabelle Berro-Lefèvre|Zdravka Kalaydjieva|Claudia Westerdiek
001-181583,68125/14;72204/14,CASE OF WETJEN AND OTHERS v. GERMANY,Germany,de,"37, 8",2018,22/03/2018 00:00:00,Multiple Applicants,False,0,1,,8,True,Erik Møse,8,Erik Møse|Angelika Nußberger|André Potocki|Yonko Grozev|Síofra O’Leary|Gabriele Kucsko-Stadlmayer|Lәtif Hüseynov|Milan Blaško
001-96888,33262/03,"CASE OF PAKOM SLOBODAN DOOEL v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",North Macedonia,mk,6,2010,21/01/2010 00:00:00,Individual,True,1,0,6-1,,False,Peer Lorenzen,8,Peer Lorenzen|Renate Jaeger|Karel Jungwiert|Rait Maruste|Mark Villiger|Mirjana Lazarova Trajkovska|Zdravka Kalaydjieva|Claudia Westerdiek
001-127539,27013/07,CASE OF WINTERSTEIN AND OTHERS v. FRANCE [Extracts],France,fr,"35, 8, 41",2013,17/10/2013 00:00:00,Multiple Applicants,True,1,0,8,,True,Mark Villiger,8,Mark Villiger|Angelika Nußberger|Boštjan M. Zupančič|Ann Power-Forde|André Potocki|Paul Lemmens|Helena Jäderblom|Claudia Westerdiek
001-140006,22231/05,CASE OF LAVRIC v. ROMANIA,Romania,ro,8,2014,14/01/2014 00:00:00,Individual,True,1,0,8,,False,Josep Casadevall,8,Josep Casadevall|Alvina Gyulumyan|Corneliu Bîrsan|Luis López Guerra|Nona Tsotsoria|Johannes Silvis|Valeriu Griţco|Santiago Quesada
001-170284,40506/07;12722/08;42638/08;24296/11;53420/11;35684/12;65855/13;22735/16;22736/16,CASE OF SHVETS AND OTHERS v. UKRAINE,Ukraine,ua,"p4-2, 6, 13",2017,12/01/2017 00:00:00,Multiple Applicants,True,4,0,"6, 6-1, 13, p4-2",,False,Khanlar Hajiyev,4,Khanlar Hajiyev|Faris Vehabović|Carlo Ranzoni|Hasan Bakırcı
001-167490,61838/10,CASE OF VUKOTA-BOJIC v. SWITZERLAND,Switzerland,ch,"35, 6, 41, 8",2016,18/10/2016 00:00:00,Individual,True,1,1,8,6,True,Luis López Guerra,8,Luis López Guerra|Helena Jäderblom|Helen Keller|Dmitry Dedov|Branko Lubarda|Pere Pastor Vilanova|Georgios A. Serghides|Stephen Phillips
001-93732,27576/05,CASE OF ALEKSA v. LITHUANIA,Lithuania,lt,"6, p1-1",2009,21/07/2009 00:00:00,Individual,True,2,0,"6, p1-1",,False,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|Dragoljub Popović|András Sajó|Nona Tsotsoria|Sally Dollé
001-78060,39299/02,CASE OF MUZEVIC v. CROATIA,Croatia,hr,"6, 35, 29, 41",2006,16/11/2006 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsF. Tulkens|MrsN. Vajić|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev|Mr S. Quesada
001-104706,23464/06,CASE OF KOSTIN v. RUSSIA,Russian Federation,ru,6,2011,10/05/2011 00:00:00,Individual,True,1,0,6-1,,False,Christos Rozakis,4,Christos Rozakis|Anatoly Kovler|Mirjana Lazarova Trajkovska|André Wampach
001-183866,24548/10,CASE OF BAYAR v. TURKEY,Turkey,tr,"6, 13, 10",2018,19/06/2018 00:00:00,Individual,True,4,0,"10, 6, 6-1, 13",,False,Paul Lemmens,4,Paul Lemmens|Valeriu Griţco|Stéphanie Mourou-Vikström|Hasan Bakırcı
001-91094,28045/02,CASE OF ROBERT MURRAY v. THE UNITED KINGDOM,United Kingdom,gb,"14, p1-1",2009,03/02/2009 00:00:00,Individual,True,2,0,"p1-1, 14",,False,Lech Garlicki,8,Lech Garlicki|Nicolas Bratza|Giovanni Bonello|Ljiljana Mijović|David Thór Björgvinsson|Ledi Bianku|Mihai Poalelungi|Lawrence Early
001-104293,39272/04,CASE OF KRAVTSOV v. RUSSIA,Russian Federation,ru,6,2011,05/04/2011 00:00:00,Individual,True,1,0,6-1,,False,,0,
001-167800,23444/12,CASE OF ARPS v. CROATIA,Croatia,hr,6,2016,25/10/2016 00:00:00,Individual,True,1,0,6-3-c,,False,Julia Laffranque,8,Julia Laffranque|Nebojša Vučinić|Paul Lemmens|Valeriu Griţco|Ksenija Turković|Stéphanie Mourou-Vikström|Georges Ravarani|Stanley Naismith
001-126128,3042/05,CASE OF KONAK v. TURKEY,Turkey,tr,6,2013,03/09/2013 00:00:00,Individual,True,1,0,6-3-c,,False,Guido Raimondi,8,Guido Raimondi|Danutė Jočienė|Peer Lorenzen|Dragoljub Popović|Işıl Karakaş|Nebojša Vučinić|Paulo Pinto de Albuquerque|Stanley Naismith
001-61684,60297/00,CASE OF TOTH v. HUNGARY,Hungary,hu,"6, 41",2004,30/03/2004 00:00:00,Individual,True,1,0,6,,True,MrJ.-P. Costa,7,MrJ.-P. Costa|MrA.B. Baka|MrL. Loucaides|MrC. Bîrsan|MrM. Ugrekhelidze|MrsA. Mularoni|Mrs S. Dollé
001-165756,49734/12,CASE OF V.M. v. THE UNITED KINGDOM,United Kingdom,gb,5,2016,01/09/2016 00:00:00,Individual,True,1,0,5,,False,Mirjana Lazarova Trajkovska,8,Mirjana Lazarova Trajkovska|Ledi Bianku|Linos-Alexandre Sicilianos|Paul Mahoney|Aleš Pejchal|Robert Spano|Pauliine Koskelo|Abel Campos
001-71683,20496/04,CASE OF TUSASHVILI v. RUSSIA,Russian Federation,ru,"6, p1-1, 29, 41",2005,15/12/2005 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrP. Lorenzen|MrsN. Vajić|MrsS. Botoucharova|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev|Mr S. Nielsen
001-72864,77955/01,CASE OF CAMPAGNANO v. ITALY,Italy,it,"8, 13, p1-3, 41, p4-2, p1-1",2006,23/03/2006 00:00:00,Individual,True,3,3,"8, p1-3, 13","8, p1-1, p4-2",True,Boštjan M. Zupančič,8,Boštjan M. Zupančič|Lucius Caflisch|Margarita Tsatsa-Nikolovska|Vladimiro Zagrebelsky|Egbert Myjer|David Thór Björgvinsson|Ineta Ziemele|Vincent Berger
001-206203,35877/17;82763/17;33633/18,CASE OF SAFIN v. RUSSIA,Russian Federation,ru,5,2020,26/11/2020 00:00:00,Individual,True,1,0,5,,False,Darian Pavli,4,Darian Pavli|Dmitry Dedov|Peeter Roosma|Liv Tigerstedt
001-92085,39783/05,CASE OF LADOMERY v. SLOVAKIA,Slovakia,sk,6,2009,07/04/2009 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Ján Šikuta|Mihai Poalelungi|Nebojša Vučinić|Lawrence Early
001-71594,15250/02,CASE OF BEKOS AND KOUTROPOULOS v. GREECE,Greece,gr,"3, 41, 14, 13",2005,13/12/2005 00:00:00,Individual,True,2,2,"3, 14","3, 14",True,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrC.L. Rozakis|MrG. Bonello|MrR. Maruste|MrS. Pavlovschi|MrJ. Borrego Borrego|Mr M. O’Boyle
001-60395,47698/99;48115/99,CASE OF BIRUTIS AND OTHERS v. LITHUANIA,Lithuania,lt,6,2002,28/03/2002 00:00:00,Multiple Applicants,True,2,0,"6-3-d, 6-1",,False,MrG. Ress,8,MrG. Ress|MrL. Caflisch|MrP. Kūris|MrR. Türmen|MrJ. Hedigan|MrsM. Tsatsa-Nikolovska|MrsH.S. Greve|andMrV. Berger
001-110314,43547/08,CASE OF STUBING v. GERMANY,Germany,de,8,2012,12/04/2012 00:00:00,Individual,False,0,1,,8,False,Karel Jungwiert,8,Karel Jungwiert|Boštjan M. Zupančič|Mark Villiger|Ann Power-Forde|Ganna Yudkivska|Angelika Nußberger|André Potocki|Claudia Westerdiek
001-71299,49429/99,CASE OF CAPITAL BANK AD v. BULGARIA,Bulgaria,bg,"6, 34, 13, 41, p1-1, 37",2005,24/11/2005 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrsS. Botoucharova|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-197271,26007/17,CASE OF ZABARA v. UKRAINE,Ukraine,ua,"6, 13",2019,07/11/2019 00:00:00,Individual,True,3,0,"6, 6-1, 13",,False,Síofra O’Leary,4,Síofra O’Leary|Ganna Yudkivska|Lado Chanturia|Milan Blaško
001-97879,15869/02,CASE OF CUDAK v. LITHUANIA,Lithuania,lt,"35, 6, 41",2010,23/03/2010 00:00:00,Individual,True,1,0,6-1,,True,,0,
001-94446,33429/07,CASE OF KORCZ v. POLAND,Poland,pl,6,2009,29/09/2009 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,7,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Päivi Hirvelä|Ledi Bianku|Nebojša Vučinić
001-173778,34598/12,CASE OF KOŚĆ v. POLAND,Poland,pl,10,2017,01/06/2017 00:00:00,Individual,True,1,0,10,,False,Linos-Alexandre Sicilianos,8,Linos-Alexandre Sicilianos|Aleš Pejchal|Krzysztof Wojtyczek|Ksenija Turković|Pauliine Koskelo|Tim Eicke|Jovan Ilievski|Abel Campos
001-199177,44240/12;52783/13;76021/14,CASE OF YAKOVLEV v. RUSSIA,Russian Federation,ru,"3, 6, 5, 13",2019,17/12/2019 00:00:00,Individual,True,5,0,"3, 3, 13, 5, 6-3",,False,Alena Poláčková,4,Alena Poláčková|Dmitry Dedov|Gilberto Felici|Stephen Phillips
001-175153,38342/05,CASE OF JUGHELI AND OTHERS v. GEORGIA,Georgia,ge,"35, 41, 8",2017,13/07/2017 00:00:00,Multiple Applicants,True,1,0,8,,True,Angelika Nußberger,8,Angelika Nußberger|Erik Møse|Nona Tsotsoria|Yonko Grozev|Síofra O’Leary|Mārtiņš Mits|Lәtif Hüseynov|Milan Blaško
001-188989,80251/13,CASE OF NIKOTIN v. RUSSIA,Russian Federation,ru,6,2019,08/01/2019 00:00:00,Individual,True,1,0,6,,False,Branko Lubarda,4,Branko Lubarda|Pere Pastor Vilanova|Georgios A. Serghides|Fatoş Aracı
001-104511,34388/05,CASE OF CELIK (BOZKURT) v. TURKEY,Turkey,tr,"35, 6, 41",2011,12/04/2011 00:00:00,Individual,True,1,0,6-2,,True,Françoise Tulkens,8,Françoise Tulkens|Danutė Jočienė|David Thór Björgvinsson|Dragoljub Popović|András Sajó|Işıl Karakaş|Guido Raimondi| Naismith
001-193482,6920/16;10441/16;12937/16;15657/16;20767/16;20783/16;20927/16;21581/16;22087/16;22967/16,CASE OF CORNEL POPA AND OTHERS v. ROMANIA,Romania,ro,3,2019,06/06/2019 00:00:00,Multiple Applicants,True,1,0,3,,False,Georges Ravarani,4,Georges Ravarani|Marko Bošnjak|Péter Paczolay|Liv Tigerstedt Acting Deputy Section Registrar
001-120052,24999/04,CASE OF IULIAN POPESCU v. ROMANIA,Romania,ro,34,2013,04/06/2013 00:00:00,Individual,True,1,0,34,,False,Josep Casadevall,8,Josep Casadevall|Alvina Gyulumyan|Ján Šikuta|Luis López Guerra|Nona Tsotsoria|Kristina Pardalos|Valeriu Griţco|Santiago Quesada
001-178508,26437/08;14954/09;53137/09;60300/10,CASE OF UĞURLU AND OTHERS v. TURKEY,Turkey,tr,6,2017,14/11/2017 00:00:00,Multiple Applicants,True,1,0,6,,False,Nebojša Vučinić,4,Nebojša Vučinić|Paul Lemmens|Stéphanie Mourou-Vikström|Hasan Bakırcı
001-99435,26974/06,CASE OF TOVSULTANOVA v. RUSSIA,Russian Federation,ru,2,2010,17/06/2010 00:00:00,Individual,True,1,0,2,,False,,0,
001-72015,52562/99;52620/99,CASE OF SØRENSEN AND RASMUSSEN v. DENMARK,Denmark,dk,"11, 41",2006,11/01/2006 00:00:00,Individual,True,1,0,11,,True,Luzius Wildhaber,18,Luzius Wildhaber|Christos Rozakis|Jean-Paul Costa|Nicolas Bratza|Boštjan M. Zupančič|Giovanni Bonello|Loukis Loucaides|Françoise Tulkens|Peer Lorenzen|Volodymyr Butkevych|Josep Casadevall|Nina Vajić|John Hedigan|Kristaq Traja|Snejana Botoucharova|Vladimiro Zagrebelsky|Khanlar Hajiyev|Lawrence Early
001-106192,37204/08,CASE OF ŽIVIĆ v. SERBIA,Serbia,rs,"35, 6, 41",2011,13/09/2011 00:00:00,Individual,True,1,0,6,,True,Françoise Tulkens,8,Françoise Tulkens|David Thór Björgvinsson|Dragoljub Popović|Giorgio Malinverni|András Sajó|Guido Raimondi|Paulo Pinto de Albuquerque|Stanley Naismith
001-157698,48386/09,"CASE OF MITKOVA v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",North Macedonia,mk,6,2015,15/10/2015 00:00:00,Individual,True,1,0,6,,False,András Sajó,8,András Sajó|Mirjana Lazarova Trajkovska|Julia Laffranque|Paulo Pinto de Albuquerque|Linos-Alexandre Sicilianos|Erik Møse|Dmitry Dedov|Søren Nielsen
001-81429,6558/06,CASE OF SAIDOV v. RUSSIA,Russian Federation,ru,"6, p1-1",2007,05/07/2007 00:00:00,Individual,True,1,0,6,,False,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrA. Kovler|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|MrG. Malinverni|Mr S. Nielsen
001-147887,75985/12,CASE OF BAHNĂ v. ROMANIA,Romania,ro,3,2014,13/11/2014 00:00:00,Individual,True,1,0,3,,False,Josep Casadevall,8,Josep Casadevall|Alvina Gyulumyan|Dragoljub Popović|Kristina Pardalos|Johannes Silvis|Valeriu Griţco|Iulia Antoanella Motoc|Marialena Tsirli
001-93690,47709/99,CASE OF RACHWALSKI AND FERENC v. POLAND,Poland,pl,"3, 8, 41",2009,28/07/2009 00:00:00,Individual,True,2,0,"3, 8",,True,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Ján Šikuta|Mihai Poalelungi|Nebojša Vučinić|Lawrence Early
001-155092,29334/11,CASE OF LUTSENKO v. UKRAINE (No. 2),Ukraine,ua,3,2015,11/06/2015 00:00:00,Individual,True,1,1,3,3,False,Mark Villiger,8,Mark Villiger|Angelika Nußberger|Boštjan M. Zupančič|Ganna Yudkivska|Vincent A. De Gaetano|André Potocki|Aleš Pejchal|Claudia Westerdiek
001-91447,42443/02,CASE OF EMINBEYLI v. RUSSIA,Russian Federation,ru,"5, 41",2009,26/02/2009 00:00:00,Individual,True,2,0,"5-1-f, 5-4",,True,Christos Rozakis,8,Christos Rozakis|Anatoly Kovler|Elisabeth Steiner|Dean Spielmann|Sverre Erik Jebens|Giorgio Malinverni|George Nicolaou|Søren Nielsen
001-152883,44197/11,CASE OF PATARICZA v. HUNGARY,Hungary,hu,p1-1,2015,17/03/2015 00:00:00,Individual,True,1,0,p1-1,,False,Helen Keller,4,Helen Keller|András Sajó|Robert Spano|Abel Campos
001-68152,19247/02,CASE OF FEHR v. AUSTRIA,Austria,at,"6, 29, 41",2005,03/02/2005 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsF. Tulkens|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-60614,27602/95,CASE OF ULKU EKINCI v. TURKEY,Turkey,tr,"35, 2, 3, 6, 13, 41, 14",2002,16/07/2002 00:00:00,Individual,True,2,2,"2, 13","2, 3",True,MrJ.-P. Costa,8,MrJ.-P. Costa|MrA.B. Baka|MrGaukur Jörundsson|MrK. Jungwiert|MrV. Butkevych|MrsW. Thomassen|MrF. Gölcüklü|Mr T.L. Early
001-59590,33071/96,CASE OF MALHOUS v. THE CZECH REPUBLIC,Czechia,cz,"6, 41",2001,12/07/2001 00:00:00,Individual,True,1,0,6-1,,True,MrL. Wildhaber,17,MrL. Wildhaber|MrsE. Palm|MrC.L. Rozakis|MrA. Pastor Ridruejo|MrP. Kūris|MrsF. Tulkens|MrsV. Strážnická|MrC. Bîrsan|MrP. Lorenzen|MrK. Jungwiert|SirNicolas Bratza|MrJ. Casadevall|MrM. Pellonpää|MrsH.S. Greve|MrA.B. Baka|MrR. Maruste|MrsS. Botoucharova
001-70361,22993/02,CASE OF NIKISHIN v. UKRAINE,Ukraine,ua,"6, 13, 41, p1-1, 29",2005,04/10/2005 00:00:00,Individual,True,2,0,"6-1, 13",,True,MrJ.-P. Costa,8,MrJ.-P. Costa|MrI. Cabral Barreto|MrV. Butkevych|MrsA. Mularoni|MrsE. Fura-Sandström|MsD. Jočienė|MrD. Popović|Mrs S. Dollé
001-105524,18500/10,CASE OF JUREWICZ v. POLAND,Poland,pl,6,2011,05/07/2011 00:00:00,Individual,True,1,0,6-1,,False,,0,
001-75221,67051/01,CASE OF ZASURTSEV v. RUSSIA,Russian Federation,ru,"p1-1, 6, 41, 29",2006,27/04/2006 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsF. Tulkens|MrsN. Vajić|MrA. Kovler|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-161327,75879/14;75880/14;75884/14;75886/14;75890/14;75907/14;75935/14;75943/14;75962/14;76020/14;76023/14;76029/14;76071/14;76360/14;76392/14;76395/14;76454/14;76455/14,CASE OF STOKOVIĆ AND OTHERS v. SERBIA,Serbia,rs,"6, p1-1",2016,08/03/2016 00:00:00,Multiple Applicants,True,2,0,"6, p1-1",,False,Helena Jäderblom,4,Helena Jäderblom|Dmitry Dedov|Branko Lubarda|Marialena Tsirli
001-177672,2866/16;6789/16;13143/16,CASE OF BATIĆ AND OTHERS v. SERBIA,Serbia,rs,"6, p1-1",2017,17/10/2017 00:00:00,Multiple Applicants,True,2,0,"6, p1-1",,False,Pere Pastor Vilanova,4,Pere Pastor Vilanova|Branko Lubarda|Georgios A. Serghides|Fatoş Aracı
001-87466,38190/05,CASE OF FIGIEL v. POLAND (No. 1),Poland,pl,6,2008,17/07/2008 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Ján Šikuta|Päivi Hirvelä|Ledi Bianku|Lawrence Early
001-92351,11956/07,CASE OF STEPHENS v. MALTA (No. 1),Malta,mt,"1, 5, 41",2009,21/04/2009 00:00:00,Individual,True,1,1,5-1,5-4,True,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Päivi Hirvelä|Ledi Bianku|Nebojša Vučinić|Lawrence Early
001-59880,26760/95,CASE OF WERNER v. POLAND,Poland,pl,"6, 41",2001,15/11/2001 00:00:00,Individual,True,1,0,6-1,,True,MrA. Pastor Ridruejo,8,MrA. Pastor Ridruejo|MrL. Caflisch|MrJ. Makarczyk|MrV. Butkevych|MrJ. Hedigan|MrM. Pellonpää|MrsS. Botoucharova|Mr V. Berger
001-196412,13764/15,CASE OF MARTYNYUK v. RUSSIA,Russian Federation,ru,"6, p7-2",2019,08/10/2019 00:00:00,Individual,True,2,0,"6, p7-2",,False,Vincent A. De Gaetano,8,Vincent A. De Gaetano|Georgios A. Serghides|Paulo Pinto de Albuquerque|Helen Keller|Dmitry Dedov|Branko Lubarda|Alena Poláčková|Stephen Phillips
001-58032,21830/93,"CASE OF X, Y AND Z v. THE UNITED KINGDOM",United Kingdom,gb,"10, 8, 14",1997,22/04/1997 00:00:00,Individual,False,0,1,,8,True,Mr R. Ryssdal,1,Mr R. Ryssdal
